"collected_time","url","title","category","author","date","description"
"2018-08-23 16:27:57","http://gall.dcinside.com/board/view/?id=wow_new3&no=3216833&page=1","아즈얼라는 저주 받았습니다 시즌2 - WOW 갤러리","WOW","우왕이","2018-08-23 16:00:21","그레이메인 짱짱맨!"
"2018-08-23 16:27:57","http://gall.dcinside.com/board/view/?id=wow_new3&no=3216832&page=1","갤빈 메카토크 고유룩 - WOW 갤러리","WOW","ㅇㅇ","2018-08-23 15:57:25","그레이메인 짱짱맨"
"2018-08-23 16:27:57","http://gall.dcinside.com/board/view/?id=wow_new3&no=3216831&page=1","하얼 법사와린이 부스팅할건데, 갑자기 110랩찍으면 뭐부터 해야? - WOW 갤러리","WOW","ㅇㅇ","2018-08-23 15:42:33","허수아비 치면서 스킬 써보고 뭐부터 해야하냐"
"2018-08-23 16:27:58","http://gall.dcinside.com/board/view/?id=wow_new3&no=3216830&page=1","법사 필드업이 글케 힘듬? - WOW 갤러리","WOW","ㅇㅇ","2018-08-23 15:27:04","얼성 끝물전에 형들이 하길래 따라 했을때 얼법으로 렙업 할때 얼창인가 그것만 쏘면서 만레비 찍고 필드죽기 죽이고 그랬는데 요즘은 힘듬?"
"2018-08-23 16:27:58","http://gall.dcinside.com/board/view/?id=wow_new3&no=3216829&page=1","상후나 - WOW 갤러리","WOW","도박중독자","2018-08-23 15:20:04","꺼어어어어억"
"2018-08-23 16:27:58","http://gall.dcinside.com/board/view/?id=wow_new3&no=3216828&page=1","와우 첨 시작하는데 뭐부터 해야됨? - WOW 갤러리","WOW","빠뽬","2018-08-23 15:01:42","10랩임 호드 블러드 엘프 도적임 인터넷 뒤져서 디비엠이랑 디테일스 워크오라 깔음 일단 퀘스트랑 서브퀘 깨가면서 진행중인데 특별하게 할거 있음? - dc official App"
"2018-08-23 16:27:59","http://gall.dcinside.com/board/view/?id=wow_new3&no=3216827&page=1","오늘 축구 아주 잼있겠어 - WOW 갤러리","WOW","DoJin","2018-08-23 14:45:16","군지빵~ - dc official App"
"2018-08-23 16:27:59","http://gall.dcinside.com/board/view/?id=wow_new3&no=3216826&page=1","요즘 20대년들도 맘에안드네 아 - WOW 갤러리","WOW","̣̣̣잉꼬","2018-08-23 14:44:08","41살이 뭐 어떤데 뭐"
"2018-08-23 16:27:59","http://gall.dcinside.com/board/view/?id=wow_new3&no=3216825&page=1","아 진짜 개열받어 - WOW 갤러리","WOW","̣̣̣잉꼬","2018-08-23 14:41:32","개 씨발마소 럭키이찬진같은새끼들"
"2018-08-23 16:28:00","http://gall.dcinside.com/board/view/?id=wow_new3&no=3216824&page=1","거북이가 바다에 닿았어요. - WOW 갤러리","WOW","ㅇㅇ","2018-08-23 14:39:54","거북이가 바다에 닿았어요!!!"
"2018-08-23 16:28:00","http://gall.dcinside.com/board/view/?id=wow_new3&no=3216823&page=1","원노트 이젠 포기다 - WOW 갤러리","WOW","̣̣̣잉꼬","2018-08-23 14:37:44","진짜 에버노트 병신돼서 욕 꾹꾹 참아가면서 어거지로 쓰던거 더이상은 못쓰겠다 또 다 쳐 날아갔네. 마소는 동기화에 대한 기본적인 인식이 잘못되어있는듯. 저거뿐이면 말을 안하지 걍 마소 망해라 개 븅신같은놈들 iis10도 진짜 개병신같고 이새끼들 요즘나온것중 제대로된거 한개를 못봤네"
"2018-08-23 16:28:01","http://gall.dcinside.com/board/view/?id=wow_new3&no=3216822&page=1","태풍대체언제오노 - WOW 갤러리","WOW","자위로잃어가는에","2018-08-23 14:30:48","시속7키로면 거의 걸어오는거 아니노 이씹"
"2018-08-23 16:28:01","http://gall.dcinside.com/board/view/?id=wow_new3&no=3216821&page=1","유입이 많아지고 고인물들이 접는추세냐? - WOW 갤러리","WOW","DoJin","2018-08-23 14:23:54","ㅋㅋ 썩은물 꺼져~ - dc official App"
"2018-08-23 16:28:02","http://gall.dcinside.com/board/view/?id=wow_new3&no=3216820&page=1","그새끼식 설문조사 - WOW 갤러리","WOW","자낳괴","2018-08-23 14:22:11","지지율 55퍼센트의 비밀"
"2018-08-23 16:28:02","http://gall.dcinside.com/board/view/?id=wow_new3&no=3216819&page=1","아즈호드로 복귀할까 하는데 와갤길드있음? - WOW 갤러리","WOW","ㅇㅇ","2018-08-23 14:06:05","2010년도에했엇음 지금은 와갤길드 약간 통베화 된거같던네 일베 아닌 와갤길드잇음? 일베에 거부감은심한건 아닌데 티내면서 어그로끄는건 싫어서"
"2018-08-23 16:28:03","http://gall.dcinside.com/board/view/?id=wow_new3&no=3216818&page=1","와우 시작했다니까 숨어있던 와우저들한테 연락온다 - WOW 갤러리","WOW","ㅇㅇ","2018-08-23 14:00:10","형도 와우해?? 친추해! 빨리 퇴근하고프다"
"2018-08-23 16:28:03","http://gall.dcinside.com/board/view/?id=wow_new3&no=3216817&page=1","뭐할까? 뭐뭐 추천 좀 이러는 새끼들 특징 - WOW 갤러리","WOW","Adriel","2018-08-23 13:51:21","겜 30분하고 끔"
"2018-08-23 16:28:03","http://gall.dcinside.com/board/view/?id=wow_new3&no=3216816&page=1","문득 든 생각인데 - WOW 갤러리","WOW","코술","2018-08-23 13:50:55","10원짜리 50원짜리 동전 본지 몇년은 된거같다..."
"2018-08-23 16:28:04","http://gall.dcinside.com/board/view/?id=wow_new3&no=3216815&page=1","친초 질문좀 - WOW 갤러리","WOW","ㅇㅇ","2018-08-23 13:48:09","얼왕때 키우던거 있는데 그냥 1렙부터 차근차근 할까해서 20렙까지 무료라길래 잠깐 끄적여볼까 하는데 20렙무료까지 해도 친초 이벤트 가능함?"
"2018-08-23 16:28:05","http://gall.dcinside.com/board/view/?id=wow_new3&no=3216814&page=1","직업추천좀 - WOW 갤러리","WOW","우와웅","2018-08-23 13:47:47","보라색 좋아해서 비전할라했는대 평이 안좋네 흑마밖에없나;;; 딜러는 게임하면서 해본적이 없어서 춪현좀 손가락 안바쁜걸로 딜러 아니여도 노상관"
"2018-08-23 16:28:05","http://gall.dcinside.com/board/view/?id=wow_new3&no=3216813&page=1","와! 태풍덕에 조기퇴근! - WOW 갤러리","WOW","쿠오와아앙","2018-08-23 13:20:44","와! 노스랜드! 왠지 스토리 넘 재밌을거같아 ㅋㅋ"
"2018-08-23 16:28:05","http://gall.dcinside.com/board/view/?id=wow_new3&no=3216812&page=1","하얼 길드 추천좀 - WOW 갤러리","WOW","방판","2018-08-23 12:36:47","지역비하 노무현 드립 좋아함"
"2018-08-23 16:28:06","http://gall.dcinside.com/board/view/?id=wow_new3&no=3216810&page=1","이소라 와우 들어와 있네 - WOW 갤러리","WOW","90","2018-08-23 12:32:08","그레이메인 짱짱맨.."
"2018-08-23 16:28:06","http://gall.dcinside.com/board/view/?id=wow_new3&no=3216809&page=1","보랄러스 히든룩 위치 - WOW 갤러리","WOW","ㅇㅇ","2018-08-23 12:29:47","그레이메인 짱짱맨"
"2018-08-23 16:28:07","http://gall.dcinside.com/board/view/?id=wow_new3&no=3216808&page=1","실바나스  3번죽었다던데 2번째 죽음은 어디나온거냐? - WOW 갤러리","WOW","ㅇㅇ","2018-08-23 12:29:38","첫번째야 다들 알다시피 아서스한테 죽고 세번째는 고드프리한테 초근접 헤드샷맞고 죽는데 두번째는 언제죽은거냐? 얼음왕관에서 운지했다는 말이있던데 ㄹㅇ이냐? 게임상엔 그런얘기가 전혀없는데.. 빼먹은 퀘라도 있나.. - dc official App"
"2018-08-23 16:28:07","http://gall.dcinside.com/board/view/?id=wow_new3&no=3216807&page=1","살게라스 근황.jpg - WOW 갤러리","WOW","ㅇㅇ","2018-08-23 12:28:41","그레이메인 짱짱맨"
"2018-08-23 16:28:07","http://gall.dcinside.com/board/view/?id=wow_new3&no=3216806&page=1","실바나스랑 제이나랑 둘 중 하나 죽을 거 같냐? (스포) - WOW 갤러리","WOW","미드보컬","2018-08-23 12:27:43","난 둘 중 하나라도 죽으면 애들 ㅈㄴ 손절 할 거 같음 블자도 알 거임. 와우 스토리 ㅈㄴ 파다가 일리단 과거 세탁하는 거 보고 좀 놀라버림. 그래서 스타 스토리를 팠음 그랬더니 우주로 가면 지구방위대 스토리 되는 거구나 하며 이해함 그래서 내가 여태의 패턴을 통해 예측해 봄 일단 안두인 죽일 거임 실바나스랑 제이나랑 크게 한 판 붙을 때  또 괜히 말리다가 희생되면서 아버지.....평화는 답이 아니었던 걸까요... 그러면 바리안 나와서  아니다 아들아 넌 네가 옳다고 생각하는 방식대로 얼라이언스를 위해 싸웠다 이러고 죽을 거임 실바나스가 오늘은 돌아가지 하지만 이것으로 끝이라고 생각하지 말아라 호드가 너희를 지켜보고 있다. 제이나가 얼마든지. 이러면 갑자기 살게라스가 박아 둔 칼 때문에 또 고대신 깨어나서 지랄 나고 둘이 그거랑 싸우러 감 그러면 이제 알레리아나 이번에 새로 생긴 종족 중 하나가  슥 나타나서 안두인 시체 데리고 사라짐. 안두인이 팬이 좀 생겼고 대체 할 왕도 없으니까 흑화를 시키든 뭘 하든 해서  살릴 거 같음 와우는 스토리 큰 거 하나 가져가면서 중간 가닥 스토리 넣으니까 태양샘이랑 공허 그쪽으로 해서 뭐 하나 더 딸 듯.  생각 같아선 안두인이 실바나스 스컬지 됐다가 포세이큰 되듯이 안두인 스컬지 비슷한 거 되면 좋겠다.  왕자랑 왕은 아서스처럼 타락해야 제맛인 거 같음"
"2018-08-23 16:28:08","http://gall.dcinside.com/board/view/?id=wow_new3&no=3216805&page=1","용개 다시 복귀했네 - WOW 갤러리","WOW","ㅇㅇ","2018-08-23 12:27:20","그레이메인 짱짱맨"
"2018-08-23 16:28:08","http://gall.dcinside.com/board/view/?id=wow_new3&no=3216804&page=1","라스타칸 ㅂㅅ 맞지? - WOW 갤러리","WOW","ㅇㅇ","2018-08-23 12:25:10","탈란지말만 들어보면 문제 많던데..ㅋㅋ 허세만 가득차서 하는건없고. 그러다 줄한테 뒤통수 쳐맞고 - dc official App"
"2018-08-23 16:28:09","http://gall.dcinside.com/board/view/?id=wow_new3&no=3216803&page=1","제주도 옆에 새로운 맵 업데이트 중인 거 맞지? - WOW 갤러리","WOW","미드보컬","2018-08-23 12:16:09","얼라쪽에 하나 호드 쪽에 하나 나오나 봄"
"2018-08-23 16:28:09","http://gall.dcinside.com/board/view/?id=wow_new3&no=3216802&page=1","와우 스토리뽕맞아서 시작할려는대 - WOW 갤러리","WOW","우와우","2018-08-23 11:51:06","블소도 스토리 존나 재밋게했는대  와우는 어떰??"
"2018-08-23 16:28:10","http://gall.dcinside.com/board/view/?id=wow_new3&no=3216801&page=1","구~~관조~~ - WOW 갤러리","WOW","도박중독자","2018-08-23 11:36:30","관조~~"
"2018-08-23 16:28:10","http://gall.dcinside.com/board/view/?id=wow_new3&no=3216800&page=1","노무콘이 없으면 고닉을 쓸 이유가 없잖아 - WOW 갤러리","WOW","등화","2018-08-23 11:26:09","탈퇴를 고려"
"2018-08-23 16:28:11","http://gall.dcinside.com/board/view/?id=wow_new3&no=3216799&page=1","야 뭐하나만 물어보자 말퓨리온 죽었음? - WOW 갤러리","WOW","ㅇㅇ","2018-08-23 11:08:05","죽었냐고"
"2018-08-23 16:28:11","http://gall.dcinside.com/board/view/?id=wow_new3&no=3216798&page=1","자괴감 온다 일어나자마자 와우하려니 - WOW 갤러리","WOW","ㅇㅇ","2018-08-23 10:40:23","."
"2018-08-23 16:28:24","http://gall.dcinside.com/board/view/?id=wow_new3&no=3215830&page=1&exception_mode=recommend","격전의 아제로스 복귀자/뉴비 가이드 - WOW 갤러리","WOW","이희호","2018-08-19 18:28:30","1. 레벨업 렙업 코스는 볼둔-> 나즈미르-> 줄다자르 순으로 메인 스토리퀘는 꼭 깨고 서브퀘는 귀찮은거 스킵하면서 ㄱㄱ 굳이 순서는 상관 없음 어차피 다 해야하는 거 110렙 아닌 찐따들은 부스팅 추천 2. 템파밍 만렙 찍으면 전역퀘스트 해금하는 퀘스트가 팝업됨 그거 받고 전역퀘 ㄱㄱ 전역퀘 완료해 주는 사절들이 320짜리 망토 파니까 그거 사서 끼도록 실리더스 가면 마그니가 아제라이트 목걸이 템렙 +15해주니까 그거 다 하고 일반던전가서 템렙좀 올리고 영던 템렙 290정도에 걸어서 가든가 305 맞추고 무작위로 가셈 템렙 310 됐으면 신던 템렙 낮은팟 찾아서 ㄱㄱ 최소한 일반 영웅 공략정돈 대충 알고 ㄱ 3. 템 뽀각  보랄러스/줄다자르 경비병 클릭하고 주요 관심 지점-> 분해상 찍고 가도록 4. 아제라이트 재연마 얼라 호드 각각 위치임 https://ko.wowhead.com/news=284909/격전의-아제로스-아제라이트-재연마-방법 5. 격전지  https://ko.wowhead.com/guide=5999/격전의-아제로스-군도-탐험 6. 애드온 설치  http://illuc.tistory.com/101  dbm은 꼭 깔아라 최소한의 매너라고 생각한다. 미터기는 details! 추천함 젤 정확함 통합애드온은 eui랑 elvuiㄱㄱ 위크오라는 깔면 좋음 http://www.inven.co.kr/board/wow/17/33341 7. 기타 와우 사이트 https://bloodmallet.com/ <- 장신구 순위 https://www.raidbots.com/simbot <- 심크   심크 사용법 http://www.inven.co.kr/mobile/board/powerbbs.php?come_idx=35&l=107773 https://www.warcraftlogs.com <- 로그 사이트  로그 사이트 이용법 정리 http://www.inven.co.kr/board/wow/42/102235 http://raider.io <- 쐐기레이더 점수 높으면 좋음 9/6일부터 점수 기록될것임"
"2018-08-23 16:28:25","http://gall.dcinside.com/board/view/?id=wow_new3&no=3215298&page=1&exception_mode=recommend","인방이나 보는놈들 인생 화이팅 - WOW 갤러리","WOW","ㅇㅇ","2018-08-17 04:01:26","응원합니다"
"2018-08-23 16:28:25","http://gall.dcinside.com/board/view/?id=wow_new3&no=3215293&page=1&exception_mode=recommend","축! 격아 수장 모가지 킬! 풍월량 공대 최초 달성!! - WOW 갤러리","WOW","ㅇㅇ","2018-08-17 03:43:26","시체년 순삭 ㅅㄱ - dc official App"
"2018-08-23 16:28:26","http://gall.dcinside.com/board/view/?id=wow_new3&no=3215292&page=1&exception_mode=recommend","풍월량 방송에서 실바 모가지따고 업적뜬 스샷 가져왔다 - WOW 갤러리","WOW","ㅇㅇ","2018-08-17 03:42:18","풍월량 와우방송 하길래 구경갔는데 호드가 자꾸 필드에서 죽여서 싸우다가 갑자기 수장팟 새벽3시에 즉석에서 3공대 모으고 실바따버리네 이거 격아 이후 수장 세계 최초킬이냐?"
"2018-08-23 16:28:26","http://gall.dcinside.com/board/view/?id=wow_new3&no=3214866&page=1&exception_mode=recommend","좆우 만렙 달성 꺼어어어어억 - WOW 갤러리","WOW","이희호","2018-08-14 21:27:54","개추줘 씨22222발련들아"
"2018-08-23 16:28:27","http://gall.dcinside.com/board/view/?id=wow_new3&no=3214669&page=1&exception_mode=recommend","와갤얼라수도 가로나 뿌우에서 뉴비 모집 - WOW 갤러리","WOW","뿌우","2018-08-14 00:07:11","구함"
"2018-08-23 16:28:27","http://gall.dcinside.com/board/view/?id=wow_new3&no=3213413&page=1&exception_mode=recommend","종현이 미필같다 개추 - WOW 갤러리","WOW","자낳괴","2018-08-10 13:45:55","군필이다 비추"
"2018-08-23 16:28:28","http://gall.dcinside.com/board/view/?id=wow_new3&no=3212157&page=1&exception_mode=recommend","하얼 힘강은 통베 길드다 - WOW 갤러리","WOW","볼두스","2018-08-05 12:20:45","채널에서도 통베 드립치면서 노노노 거리는 애들 길드 보면 다 힘강임 ㅋㅋ 오xx돌진 빼박 나 힘강있을때 통베 드립 치지말라니까 강퇴 시키던데? ㅋㅋㅋ"
"2018-08-23 16:28:28","http://gall.dcinside.com/board/view/?id=wow_new3&no=3212081&page=1&exception_mode=recommend","거북이 묵엇다. - WOW 갤러리","WOW","도박중독자","2018-08-04 21:58:23","ㅇㅂ조라."
"2018-08-23 16:28:28","http://gall.dcinside.com/board/view/?id=wow_new3&no=3211544&page=1&exception_mode=recommend","정곡을찔렀나 어미욕한번 먹었다고 쉐도우복싱지리네 - WOW 갤러리","WOW","꼬야꼬야","2018-08-02 21:40:17","느그어미 욕먹은게 그리 억울하드노"
"2018-08-23 16:28:29","http://gall.dcinside.com/board/view/?id=wow_new3&no=3210918&page=1&exception_mode=recommend","ㅈㅎ아 취업안하냐? 인생 계속 그렇게 살거야?? - WOW 갤러리","WOW","꼬야꼬야","2018-08-01 09:33:14","ㅋㅋㅋㅋㅋ"
"2018-08-23 16:28:29","http://gall.dcinside.com/board/view/?id=wow_new3&no=3210558&page=1&exception_mode=recommend","[공지] 와우갤러리 뉴비들 필독 - WOW 갤러리","WOW","이희호","2018-07-30 23:42:23","1. 서버는 아즈호드/가로나 얼라이언스다. 2. 스토리는 제발 유튜브로 3. 뉴비는 벼슬이 아니다. 너 하나 없다고 와우는 바뀌지 않는다. 4. 직업은 그냥 하고싶은거 해라 5. 오자마자 이희호한테 인사 박도록"
"2018-08-23 16:28:30","http://gall.dcinside.com/board/view/?id=wow_new3&no=3209887&page=1&exception_mode=recommend","마침네 하야한 블코갤 매니저 플닥.jpg - WOW 갤러리","WOW","Frozen","2018-07-28 12:28:02",""
"2018-08-23 16:28:30","http://gall.dcinside.com/board/view/?id=wow_new3&no=3209149&page=1&exception_mode=recommend","와갤14년차 입장에서 좆비빈다는 말이 무슨뜻인지 아직도 모르겠네... - WOW 갤러리","WOW","강화인간","2018-07-27 05:29:26"," 다큰 성인, 20~50대 다리털 숭숭난 남성들, 외적으로 평균이하인 한국 남성들끼리 서로 친하게 지내는걸 보고 질투 하는건가? 난 이해가 안가. 뭘보고 좆을 비빈다는거야. 게이인거야? 어쩜 정상인이라 자부하는 사람들이 저런 상스러운 표현을 할 수가 있는거야. 같은 갤러리 적게는 5년 길게는 10년 이정도 활동 했고,  그럼 서로 온라인으로나마 어느정도 안면 텄고 정도 들었고, 그럼 서로 이름도 불러주고, 안부도 물어보고 그럴 수 있는거지. 그게 사람사는 세상이고 보편적인 가치관을 지닌 대한민국 시민의 일상이지 그걸보고 좆을 비빈다 역겹다 이러고들 있나?  인터넷에서 친목 혐오를 유독 심하게 하는 사이트 유져들이 딱 두곳이 있는데, 하나는 디시인사이드고 또하나는 일베저장소야. 대한민국내에서 인생포기한 고무통 들이 가장 많이 포진한 커뮤니티들이지. 그중에서 그나마 정상적인 커뮤니케이션을 즐기고 있는 유져들에게 좆목 쩌네 /좆을 비비고있네( 왜 하필 좆이란 단어가 꼭 들어갈까..?) 등등 천한 말을 반복하는 사람들을 보면 드는 생각은 하나뿐이야 '아 너도 외로웠구나'. 하지만 인간 관계라는건 순서가 있는법이야. 외롭다고 투정부려도, 집단에 대고 폭언과 모욕을 한다해도 사람들은 쉽사리 받아주지않어. 온라인이라고 오프란인과 크게 다른건 아니야 . 좀더 사람과 사람간의 관계에 대해서 생각들 해보고,  진솔하고 겸손하게 다가가 보도록해. 그럼 온라인에서나마 주변에  진짜친구  들이 하나둘씩 생길꺼라 나는 확신한다.   힘들땐 변화를 택하자고 우리.  조만간 격전의 아제로스에서 만나길 고대하며 이만..   2018-07-27 무더운 여름 이른 아침  WOW GALLERY 화석    -강화인간- 올림."
"2018-08-23 16:28:31","http://gall.dcinside.com/board/view/?id=wow_new3&no=3208800&page=1&exception_mode=recommend","와타시의 승리인데수.jpg - WOW 갤러리","WOW","Frozen","2018-07-25 22:39:54",""
"2018-08-23 16:28:32","http://gall.dcinside.com/board/view/?id=wow_new3&no=3207353&page=1&exception_mode=recommend","아즈샤라 호드 유리세 길드 vortex에 대해 알아보자.araboja - WOW 갤러리","WOW","ㅇㅇ","2018-07-21 11:53:24","https://youtu.be/pEua4YvMZ-s 아즈호드에서 엮이면 와생 끝나는 인물과 길드인데 요즘 인벤 망했다고 이미지 세탁하고 길드원 모으고 있다 조심해라 http://gall.dcinside.com/board/view/?id=wow_new3&no=3204359 그가 저지른 악행 썰"
"2018-08-23 16:28:32","http://gall.dcinside.com/board/view/?id=wow_new3&no=3207245&page=1&exception_mode=recommend","아즈샤라 호드 유리세 vortex 길드 야기분좋다 논란 - WOW 갤러리","WOW","ㅇㅇ","2018-07-20 19:51:17","https://youtu.be/pEua4YvMZ-s https://www.twitch.tv/thesuct 판단은 여러분의 몫 입니다"
"2018-08-23 16:28:32","http://gall.dcinside.com/board/view/?id=wow_new3&no=3207214&page=1&exception_mode=recommend","유리세 게이야... - WOW 갤러리","WOW","ㅇㅇ","2018-07-20 17:58:28","욕먹노"
"2018-08-23 16:28:33","http://gall.dcinside.com/board/view/?id=wow_new3&no=3207091&page=1&exception_mode=recommend","사랑했다 시발련아 - WOW 갤러리","WOW","d861ch","2018-07-20 00:45:07","어렸을때 좋아했던 친구 여동생이 아직도 솔로란 소릴 듣고 잠깐 설렜지만 추억은 그냥 아름다운 추억으로 남겨두자 어차피 난 안될거니까"
"2018-08-23 16:28:33","http://gall.dcinside.com/board/view/?id=wow_new3&no=3207087&page=1&exception_mode=recommend","운지함 - WOW 갤러리","WOW","69크러스터","2018-07-20 00:26:12",""
"2018-08-23 16:28:34","http://gall.dcinside.com/board/view/?id=wow_new3&no=3207021&page=1&exception_mode=recommend","격아 호드는 역시 아즈샤라 ""Vortex""지 - WOW 갤러리","WOW","우리세","2018-07-19 19:27:24","지원및도움#항상#대기중#아즈샤라#명문길드"
"2018-08-23 16:28:34","http://gall.dcinside.com/board/view/?id=wow_new3&no=3205850&page=1&exception_mode=recommend","40대초반? 후반? - WOW 갤러리","WOW","우리세","2018-07-15 13:22:12","50대 ?"
"2018-08-23 16:28:35","http://gall.dcinside.com/board/view/?id=wow_new3&no=3204327&page=1&exception_mode=recommend","갈곳을 잃은 아즈호드 영혼들아  - WOW 갤러리","WOW","우리세","2018-07-06 12:47:38","아즈호드#명문길드#볼텍스#철새사절"
"2018-08-23 16:28:35","http://gall.dcinside.com/board/view/?id=wow_new3&no=3202524&page=1&exception_mode=recommend","우흥이: 블마갤, 반드시 살려내겠습니다! - WOW 갤러리","WOW","타노슨","2018-06-30 11:11:37","블마갤, 반드시 살려내겠습니다! 우흥~ - dc official App"
"2018-08-23 16:28:35","http://gall.dcinside.com/board/view/?id=wow_new3&no=3202511&page=1&exception_mode=recommend","와우하기싫은 이유는 솔직히 이거지 - WOW 갤러리","WOW","ㅇㅇ","2018-06-30 09:10:58","냄새남 진짜.. 일단 그래픽부터 냄새나고 그거 하는 인간들도 지하철 노인냄새남 록타 오가르 이지랄하는 나이처먹고 게임하는 인간들"
"2018-08-23 16:28:36","http://gall.dcinside.com/board/view/?id=wow_new3&no=3200428&page=1&exception_mode=recommend","그래도 뭔가 내가 와갤에 새로운바람을 몰거온거같아서  - WOW 갤러리","WOW","rosol","2018-06-20 00:42:10","뿌듯하다. 내가 와갤오기전에는 진짜 이상한애들끼리 이상한말만하고 7개월간 개념글도 없고 그랬는데. 약간은 좋은방향으로 바뀐것같아서 기분이 조금 좋다. 앞으로도 많이 발전하자~"
"2018-08-23 16:28:36","http://gall.dcinside.com/board/view/?id=wow_new3&no=3195855&page=1&exception_mode=recommend","끝났다 ㅋㅋㅋ - WOW 갤러리","WOW","ㅇㅇ","2018-06-05 01:42:52",""
"2018-08-23 16:28:36","http://gall.dcinside.com/board/view/?id=wow_new3&no=3195173&page=1&exception_mode=recommend","팔뚝에 글 써봤다 - WOW 갤러리","WOW","라Eㅌ닝","2018-06-02 07:48:32","악필이노"
"2018-08-23 16:28:37","http://gall.dcinside.com/board/view/?id=wow_new3&no=3195107&page=1&exception_mode=recommend","(와갤요리) 비프스튜를 만들고싶었어 - WOW 갤러리","WOW","박지","2018-06-01 16:04:40","고기가 사르르 녹고 토마토소스의 달작지근한 맛이 일품인 비프스튜..... 난 카레보다 비프스튜를 더 사랑해 그래서 만들어보고싶었어. 재료값만 거진 7만원정도 들었었는데 사진에선 안보이지만 아버지 양주장에서 레드와인도 꺼내서 물 대신 와인을 사용해 끓여봤어. 재료는 당근 감자 양파 양송이버섯 소고기(부채살) 월계수잎 방울토마토 소금 후추 바질 로즈마리 토마토소스 페퍼론치노 치킨스톡 거기에 곁들여 먹을 빵. ..... 어디서부터 잘못 된걸까. 고기를 초벌구이를 안하고 그대로 썼을때? 와인을 넣을때 아무런 순서의 서순도 없이 그냥 재료와 함께 때려 넣었을때? 고기에선 피의 비린맛이 진하게 올라오고 감자에선 와인의 비린맛이 진하게 올라왔어. .. 가장 맛있어야 할 고기와 감자가 가장 맛이 없어지고 어떻게든 비린맛을 빼기위해 이것저것넣고 오래 끓였더니...... 하....... 7만원과 4시간의 노력이 들어간 요리야... - dc official App"
"2018-08-23 16:28:37","http://gall.dcinside.com/board/view/?id=wow_new3&no=3195006&page=1&exception_mode=recommend","와우일기 - 쐐기던전 1편(수정) - WOW 갤러리","WOW","얼음귀신","2018-05-31 18:32:54",""
